category,country,pct,sum,year,group
donor,Monaco,,0.0,1994,1993-1997
donor,Korea,,0.0,1994,1993-1997
donor,Kuwait,,0.0,1994,1993-1997
donor,Saudi Arabia,,0.0,1994,1993-1997
donor,Portugal,,0.0,1994,1993-1997
donor,South Africa,,0.0,1994,1993-1997
donor,Greece,,0.0,1994,1993-1997
donor,India,,0.0,1994,1993-1997
donor,Latvia,,0.0,1994,1993-1997
donor,Ireland,,0.0,1994,1993-1997
donor,Luxembourg,,0.0,1994,1993-1997
donor,Slovenia,,0.0,1994,1993-1997
donor,Romania,,0.0,1994,1993-1997
donor,Estonia,,0.0,1994,1993-1997
donor,Hungary,,0.0,1994,1993-1997
donor,Qatar,,0.0,1994,1993-1997
donor,Iceland,,0.0,1994,1993-1997
donor,Slovak Republic,,0.0,1994,1993-1997
donor,Brazil,,0.0,1994,1993-1997
donor,Thailand,,0.0,1994,1993-1997
donor,United Arab Emirates,,0.0,1994,1993-1997
donor,All,,12741380627.0,1994,1993-1997
donor,Australia,0.6938934650447804,87263724.0,1995,1993-1997
donor,Austria,0.01867939380467277,2349112.0,1995,1993-1997
donor,Belgium,0.3657741787116446,45999593.0,1995,1993-1997
donor,Canada,1.1200230323867748,140853583.0,1995,1993-1997
donor,Denmark,0.5840613454501281,73451287.0,1995,1993-1997
donor,Finland,0.1646046236840971,20700602.0,1995,1993-1997
donor,France,1.4654024404924222,184288339.0,1995,1993-1997
donor,Germany,26.310968059041624,3308855279.0,1995,1993-1997
donor,Italy,11.112215499149576,1397467126.0,1995,1993-1997
donor,Japan,22.90682472357882,2880751774.0,1995,1993-1997
donor,Netherlands,2.2614642249250667,284400704.0,1995,1993-1997
donor,New Zealand,0.012333330590638856,1551034.0,1995,1993-1997
donor,Norway,0.5878836319688528,73931976.0,1995,1993-1997
donor,Spain,0.1967038342290241,24737384.0,1995,1993-1997
donor,Sweden,1.8586235465654308,233739645.0,1995,1993-1997
donor,Switzerland,0.3011746667828261,37875588.0,1995,1993-1997
donor,United Kingdom,3.0626942772469783,385163028.0,1995,1993-1997
donor,United States,26.976675726346645,3392574370.0,1995,1993-1997
donor,Czech Republic,,0.0,1995,1993-1997
donor,Lithuania,,0.0,1995,1993-1997
donor,Poland,,0.0,1995,1993-1997
donor,Cyprus,,0.0,1995,1993-1997
donor,Colombia,,0.0,1995,1993-1997
donor,Chile,,0.0,1995,1993-1997
donor,Monaco,,0.0,1995,1993-1997
donor,Korea,,0.0,1995,1993-1997
donor,Kuwait,,0.0,1995,1993-1997
donor,Saudi Arabia,,0.0,1995,1993-1997
donor,Portugal,,0.0,1995,1993-1997
donor,South Africa,,0.0,1995,1993-1997
donor,Greece,,0.0,1995,1993-1997
donor,India,,0.0,1995,1993-1997
donor,Taiwan,,0.0,1995,1993-1997
donor,Latvia,,0.0,1995,1993-1997
donor,Ireland,,0.0,1995,1993-1997
donor,Luxembourg,,0.0,1995,1993-1997
donor,Slovenia,,0.0,1995,1993-1997
donor,Liechtenstein,,0.0,1995,1993-1997
donor,Romania,,0.0,1995,1993-1997
donor,Estonia,,0.0,1995,1993-1997
donor,Hungary,,0.0,1995,1993-1997
donor,Qatar,,0.0,1995,1993-1997
donor,Iceland,,0.0,1995,1993-1997
donor,Slovak Republic,,0.0,1995,1993-1997
donor,Brazil,,0.0,1995,1993-1997
donor,Thailand,,0.0,1995,1993-1997
donor,United Arab Emirates,,0.0,1995,1993-1997
donor,All,,12575954148.0,1995,1993-1997
donor,Australia,0.6961201309071386,80468022.0,1996,1993-1997
donor,Austria,0.2723803274164897,31485810.0,1996,1993-1997
donor,Belgium,0.22481839183818791,25987887.0,1996,1993-1997
donor,Canada,2.081399928641322,240599471.0,1996,1993-1997
donor,Czech Republic,0.040874934830736176,4724939.0,1996,1993-1997
donor,Denmark,2.11093743756192,244013860.0,1996,1993-1997
donor,Finland,0.17551920152224007,20289146.0,1996,1993-1997
donor,France,2.6862585086840776,310518112.0,1996,1993-1997
donor,Germany,4.103794184988046,474378180.0,1996,1993-1997
donor,Italy,0.22616263657308894,26143275.0,1996,1993-1997
donor,Japan,33.78565096485865,3905453074.0,1996,1993-1997
donor,Kuwait,0.18496629516889937,21381183.0,1996,1993-1997
donor,Liechtenstein,0.0012271981723401238,141858.0,1996,1993-1997
donor,Netherlands,2.845908497460212,328972856.0,1996,1993-1997
donor,Norway,0.5752617865624214,66497399.0,1996,1993-1997
donor,Portugal,0.0028645956689189347,331133.0,1996,1993-1997
donor,Spain,0.3623622297531144,41887270.0,1996,1993-1997
donor,Sweden,1.2318167622218223,142391886.0,1996,1993-1997
donor,Switzerland,0.5494687987439187,63515858.0,1996,1993-1997
donor,United Kingdom,8.084435618874869,934520515.0,1996,1993-1997
donor,United States,39.757771569551586,4595800488.0,1996,1993-1997
donor,Lithuania,,0.0,1996,1993-1997
donor,Poland,,0.0,1996,1993-1997
donor,Cyprus,,0.0,1996,1993-1997
donor,Colombia,,0.0,1996,1993-1997
donor,New Zealand,,0.0,1996,1993-1997
donor,Chile,,0.0,1996,1993-1997
donor,Monaco,,0.0,1996,1993-1997
donor,Korea,,0.0,1996,1993-1997
donor,Saudi Arabia,,0.0,1996,1993-1997
donor,South Africa,,0.0,1996,1993-1997
donor,Greece,,0.0,1996,1993-1997
donor,India,,0.0,1996,1993-1997
donor,Taiwan,,0.0,1996,1993-1997
donor,Latvia,,0.0,1996,1993-1997
donor,Ireland,,0.0,1996,1993-1997
donor,Luxembourg,,0.0,1996,1993-1997
donor,Slovenia,,0.0,1996,1993-1997
donor,Romania,,0.0,1996,1993-1997
donor,Estonia,,0.0,1996,1993-1997
donor,Hungary,,0.0,1996,1993-1997
donor,Qatar,,0.0,1996,1993-1997
donor,Iceland,,0.0,1996,1993-1997
donor,Slovak Republic,,0.0,1996,1993-1997
donor,Brazil,,0.0,1996,1993-1997
donor,Thailand,,0.0,1996,1993-1997
donor,United Arab Emirates,,0.0,1996,1993-1997
donor,All,,11559502222.0,1996,1993-1997
donor,Australia,0.589220904472655,99085271.0,1997,1993-1997
donor,Austria,0.11185962411687247,18810672.0,1997,1993-1997
donor,Belgium,0.21052446459275787,35402467.0,1997,1993-1997
donor,Canada,0.6822633316190807,114731583.0,1997,1993-1997
donor,Czech Republic,0.00684810958018886,1151600.0,1997,1993-1997
donor,Denmark,0.47205306776085604,79381953.0,1997,1993-1997
donor,Finland,0.16758419507245126,28181494.0,1997,1993-1997
donor,France,1.0785807019636695,181377579.0,1997,1993-1997
donor,Germany,4.652794001526789,782428714.0,1997,1993-1997
donor,Italy,0.0674472845806258,11342151.0,1997,1993-1997
donor,Japan,64.09053071133889,10777668538.0,1997,1993-1997
donor,Liechtenstein,0.0006187679700043172,104054.0,1997,1993-1997
donor,Netherlands,0.9911195971105805,166669840.0,1997,1993-1997
donor,Norway,0.4281447505168963,71998190.0,1997,1993-1997
donor,Portugal,0.0020495982847125336,344667.0,1997,1993-1997
donor,Spain,0.3660891866962148,61562728.0,1997,1993-1997
donor,Sweden,0.7533565150120296,126686840.0,1997,1993-1997
donor,Switzerland,0.6048829937283661,101719058.0,1997,1993-1997
donor,United Kingdom,4.366982820040101,734365792.0,1997,1993-1997
donor,United States,20.35704937401626,3423306503.0,1997,1993-1997
donor,Lithuania,,0.0,1997,1993-1997
donor,Poland,,0.0,1997,1993-1997
donor,Cyprus,,0.0,1997,1993-1997
donor,Colombia,,0.0,1997,1993-1997
donor,New Zealand,,0.0,1997,1993-1997
donor,Chile,,0.0,1997,1993-1997
donor,Monaco,,0.0,1997,1993-1997
donor,Korea,,0.0,1997,1993-1997
donor,Kuwait,,0.0,1997,1993-1997
donor,Saudi Arabia,,0.0,1997,1993-1997
donor,South Africa,,0.0,1997,1993-1997
donor,Greece,,0.0,1997,1993-1997
donor,India,,0.0,1997,1993-1997
donor,Taiwan,,0.0,1997,1993-1997
donor,Latvia,,0.0,1997,1993-1997
donor,Ireland,,0.0,1997,1993-1997
donor,Luxembourg,,0.0,1997,1993-1997
donor,Slovenia,,0.0,1997,1993-1997
donor,Romania,,0.0,1997,1993-1997
donor,Estonia,,0.0,1997,1993-1997
donor,Hungary,,0.0,1997,1993-1997
donor,Qatar,,0.0,1997,1993-1997
donor,Iceland,,0.0,1997,1993-1997
donor,Slovak Republic,,0.0,1997,1993-1997
donor,Brazil,,0.0,1997,1993-1997
donor,Thailand,,0.0,1997,1993-1997
donor,United Arab Emirates,,0.0,1997,1993-1997
donor,All,,16816319694.0,1997,1993-1997
donor,Australia,0.6553676882387872,60046657.0,1998,1998-2002
donor,Austria,0.19027715830517128,17433736.0,1998,1998-2002
donor,Belgium,0.27413128197145537,25116690.0,1998,1998-2002
donor,Canada,4.210175558663258,385748294.0,1998,1998-2002
donor,Denmark,0.1708139026619008,15650457.0,1998,1998-2002
donor,Finland,0.11023224806836933,10099793.0,1998,1998-2002
donor,France,2.3863428953962895,218643543.0,1998,1998-2002
donor,Germany,3.5283827380993094,323280491.0,1998,1998-2002
donor,Italy,0.26667249869058185,24433295.0,1998,1998-2002
donor,Japan,48.96662772476257,4486462107.0,1998,1998-2002
donor,Kuwait,0.01208249874783286,1107033.0,1998,1998-2002
donor,Liechtenstein,0.0010788247403009116,98845.0,1998,1998-2002
donor,Netherlands,1.3968246302945133,127981057.0,1998,1998-2002
donor,Norway,0.6271126085204085,57457846.0,1998,1998-2002
donor,Portugal,0.0010996274106940883,100751.0,1998,1998-2002
donor,Spain,0.6144241255828747,56295291.0,1998,1998-2002
donor,Sweden,1.2840317328496358,117646650.0,1998,1998-2002
donor,Switzerland,0.7662312962621587,70204297.0,1998,1998-2002
donor,United Kingdom,7.680529520558492,703712023.0,1998,1998-2002
donor,United States,26.8575614401754,2460766389.0,1998,1998-2002
donor,Czech Republic,,0.0,1998,1998-2002
donor,Lithuania,,0.0,1998,1998-2002
donor,Poland,,0.0,1998,1998-2002
donor,Cyprus,,0.0,1998,1998-2002
donor,Colombia,,0.0,1998,1998-2002
donor,New Zealand,,0.0,1998,1998-2002
donor,Chile,,0.0,1998,1998-2002
donor,Monaco,,0.0,1998,1998-2002
donor,Korea,,0.0,1998,1998-2002
donor,Saudi Arabia,,0.0,1998,1998-2002
donor,South Africa,,0.0,1998,1998-2002
donor,Greece,,0.0,1998,1998-2002
donor,India,,0.0,1998,1998-2002
donor,Taiwan,,0.0,1998,1998-2002
donor,Latvia,,0.0,1998,1998-2002
donor,Ireland,,0.0,1998,1998-2002
donor,Luxembourg,,0.0,1998,1998-2002
donor,Slovenia,,0.0,1998,1998-2002
donor,Romania,,0.0,1998,1998-2002
donor,Estonia,,0.0,1998,1998-2002
donor,Hungary,,0.0,1998,1998-2002
donor,Qatar,,0.0,1998,1998-2002
donor,Iceland,,0.0,1998,1998-2002
donor,Slovak Republic,,0.0,1998,1998-2002
donor,Brazil,,0.0,1998,1998-2002
donor,Thailand,,0.0,1998,1998-2002
donor,United Arab Emirates,,0.0,1998,1998-2002
donor,All,,9162285245.0,1998,1998-2002
donor,Australia,0.45370322950787795,87775767.0,1999,1998-2002
donor,Austria,0.14336362309881895,27735866.0,1999,1998-2002
donor,Belgium,0.15767805070974525,30505209.0,1999,1998-2002
donor,Canada,2.2438301314712534,434102951.0,1999,1998-2002
donor,Denmark,0.3892651408809714,75309242.0,1999,1998-2002
donor,Finland,0.08844979206262044,17111953.0,1999,1998-2002
donor,France,1.0105291670119683,195502185.0,1999,1998-2002
donor,Germany,2.7416944754999877,530422355.0,1999,1998-2002
donor,Italy,0.1214970811185553,23505452.0,1999,1998-2002
donor,Japan,44.60830147625687,8630152095.0,1999,1998-2002
donor,Netherlands,0.28580193229712153,55292716.0,1999,1998-2002
donor,Norway,0.47676997209455774,92238378.0,1999,1998-2002
donor,Portugal,0.010853680431521694,2099809.0,1999,1998-2002
donor,Spain,0.41030830462810086,79380361.0,1999,1998-2002
donor,Sweden,0.6273937810285418,121378837.0,1999,1998-2002
donor,Switzerland,0.5400561065284828,104482040.0,1999,1998-2002
donor,Taiwan,0.15590999074760326,30163151.0,1999,1998-2002
donor,United Kingdom,4.379461007779094,847273116.0,1999,1998-2002
donor,United States,41.15513305684631,7962084321.0,1999,1998-2002
donor,Czech Republic,,0.0,1999,1998-2002
donor,Lithuania,,0.0,1999,1998-2002
donor,Poland,,0.0,1999,1998-2002
donor,Cyprus,,0.0,1999,1998-2002
donor,Colombia,,0.0,1999,1998-2002
donor,New Zealand,,0.0,1999,1998-2002
donor,Chile,,0.0,1999,1998-2002
donor,Monaco,,0.0,1999,1998-2002
donor,Korea,,0.0,1999,1998-2002
donor,Kuwait,,0.0,1999,1998-2002
donor,Saudi Arabia,,0.0,1999,1998-2002
donor,South Africa,,0.0,1999,1998-2002
donor,Greece,,0.0,1999,1998-2002
donor,India,,0.0,1999,1998-2002
donor,Latvia,,0.0,1999,1998-2002
donor,Ireland,,0.0,1999,1998-2002
donor,Luxembourg,,0.0,1999,1998-2002
donor,Slovenia,,0.0,1999,1998-2002
donor,Liechtenstein,,0.0,1999,1998-2002
donor,Romania,,0.0,1999,1998-2002
donor,Estonia,,0.0,1999,1998-2002
donor,Hungary,,0.0,1999,1998-2002
donor,Qatar,,0.0,1999,1998-2002
donor,Iceland,,0.0,1999,1998-2002
donor,Slovak Republic,,0.0,1999,1998-2002
donor,Brazil,,0.0,1999,1998-2002
donor,Thailand,,0.0,1999,1998-2002
donor,United Arab Emirates,,0.0,1999,1998-2002
donor,All,,19346515804.0,1999,1998-2002
donor,Australia,1.1518291314528037,115957719.0,2000,1998-2002
donor,Austria,0.4134575970035595,41623882.0,2000,1998-2002
donor,Belgium,0.3212618441387724,32342289.0,2000,1998-2002
donor,Canada,3.5452780755224262,356912625.0,2000,1998-2002
donor,Denmark,0.37212857670157273,37463179.0,2000,1998-2002
donor,Finland,0.23751664656036658,23911436.0,2000,1998-2002
donor,France,5.23001756594838,526519855.0,2000,1998-2002
donor,Germany,3.486378974637013,350983095.0,2000,1998-2002
donor,Ireland,0.07923021868109845,7976318.0,2000,1998-2002
donor,Italy,0.34644913570156344,34877961.0,2000,1998-2002
donor,Japan,13.020537917705838,1310812373.0,2000,1998-2002
donor,Liechtenstein,0.0037766752760237344,380208.0,2000,1998-2002
donor,Netherlands,1.0562121920307426,106331706.0,2000,1998-2002
donor,Norway,1.2686152810385807,127714893.0,2000,1998-2002
donor,Portugal,0.027198333798509215,2738129.0,2000,1998-2002
donor,Spain,0.5928547087379797,59684269.0,2000,1998-2002
donor,Sweden,0.6800742850634693,68464897.0,2000,1998-2002
donor,Switzerland,1.2828374819481676,129146680.0,2000,1998-2002
donor,United Kingdom,7.204135710538088,725259608.0,2000,1998-2002
donor,United States,59.68020964751505,6008166308.0,2000,1998-2002
donor,Czech Republic,,0.0,2000,1998-2002
donor,Lithuania,,0.0,2000,1998-2002
donor,Poland,,0.0,2000,1998-2002
donor,Cyprus,,0.0,2000,1998-2002
donor,Colombia,,0.0,2000,1998-2002
donor,New Zealand,,0.0,2000,1998-2002
donor,Chile,,0.0,2000,1998-2002
donor,Monaco,,0.0,2000,1998-2002
donor,Korea,,0.0,2000,1998-2002
donor,Kuwait,,0.0,2000,1998-2002
donor,Saudi Arabia,,0.0,2000,1998-2002
donor,South Africa,,0.0,2000,1998-2002
donor,Greece,,0.0,2000,1998-2002
donor,India,,0.0,2000,1998-2002
donor,Taiwan,,0.0,2000,1998-2002
donor,Latvia,,0.0,2000,1998-2002
donor,Luxembourg,,0.0,2000,1998-2002
donor,Slovenia,,0.0,2000,1998-2002
donor,Romania,,0.0,2000,1998-2002
donor,Estonia,,0.0,2000,1998-2002
donor,Hungary,,0.0,2000,1998-2002
donor,Qatar,,0.0,2000,1998-2002
donor,Iceland,,0.0,2000,1998-2002
donor,Slovak Republic,,0.0,2000,1998-2002
donor,Brazil,,0.0,2000,1998-2002
donor,Thailand,,0.0,2000,1998-2002
donor,United Arab Emirates,,0.0,2000,1998-2002
donor,All,,10067267430.0,2000,1998-2002
donor,Australia,1.108730243308067,99427776.0,2001,1998-2002
donor,Austria,0.7207058321983103,64630850.0,2001,1998-2002
donor,Belgium,0.35526415084695173,31859079.0,2001,1998-2002
donor,Canada,3.8930760633990307,349119993.0,2001,1998-2002
donor,Czech Republic,0.005920582434753729,530941.0,2001,1998-2002
donor,Denmark,0.8593484188770766,77063923.0,2001,1998-2002
donor,Estonia,0.0020599560285502363,184731.0,2001,1998-2002
donor,Finland,0.19611315307029842,17586870.0,2001,1998-2002
donor,France,6.929512669805714,621418995.0,2001,1998-2002
donor,Germany,9.943715197114628,891724108.0,2001,1998-2002
donor,Ireland,0.1475510760591975,13231961.0,2001,1998-2002
donor,Italy,0.6900803296218148,61884442.0,2001,1998-2002
donor,Japan,11.34630516912091,1017504389.0,2001,1998-2002
donor,Kuwait,0.013604289453828092,1219994.0,2001,1998-2002
donor,Liechtenstein,0.0029491122278265365,264468.0,2001,1998-2002
donor,Luxembourg,0.05427534912692183,4867259.0,2001,1998-2002
donor,Netherlands,4.648796754544658,416890876.0,2001,1998-2002
donor,Norway,2.334776716997506,209376138.0,2001,1998-2002
donor,Portugal,0.049931779221032396,4477740.0,2001,1998-2002
donor,Spain,0.7944114025771025,71240556.0,2001,1998-2002
donor,Sweden,1.0674883359211973,95729319.0,2001,1998-2002
donor,Switzerland,1.044666727046443,93682742.0,2001,1998-2002
donor,United Kingdom,7.668078089162963,687651442.0,2001,1998-2002
donor,United States,46.12263860183522,4136147099.0,2001,1998-2002
donor,Lithuania,,0.0,2001,1998-2002
donor,Poland,,0.0,2001,1998-2002
donor,Cyprus,,0.0,2001,1998-2002
donor,Colombia,,0.0,2001,1998-2002
donor,New Zealand,,0.0,2001,1998-2002
donor,Chile,,0.0,2001,1998-2002
donor,Monaco,,0.0,2001,1998-2002
donor,Korea,,0.0,2001,1998-2002
donor,Saudi Arabia,,0.0,2001,1998-2002
donor,South Africa,,0.0,2001,1998-2002
donor,Greece,,0.0,2001,1998-2002
donor,India,,0.0,2001,1998-2002
donor,Taiwan,,0.0,2001,1998-2002
donor,Latvia,,0.0,2001,1998-2002
donor,Slovenia,,0.0,2001,1998-2002
donor,Romania,,0.0,2001,1998-2002
donor,Hungary,,0.0,2001,1998-2002
donor,Qatar,,0.0,2001,1998-2002
donor,Iceland,,0.0,2001,1998-2002
donor,Slovak Republic,,0.0,2001,1998-2002
donor,Brazil,,0.0,2001,1998-2002
donor,Thailand,,0.0,2001,1998-2002
donor,United Arab Emirates,,0.0,2001,1998-2002
donor,All,,8967715691.0,2001,1998-2002
donor,Australia,0.4332124533489981,45235182.0,2002,1998-2002
donor,Austria,0.6142237283145663,64136019.0,2002,1998-2002
donor,Belgium,0.6080904376681733,63495593.0,2002,1998-2002
donor,Canada,2.3183339495753694,242075816.0,2002,1998-2002
donor,Chile,0.0011287995312782508,117867.0,2002,1998-2002
donor,Czech Republic,0.0015013789382780816,156771.0,2002,1998-2002
donor,Denmark,0.8746087727322307,91324907.0,2002,1998-2002
donor,Estonia,0.0009022485737420591,94211.0,2002,1998-2002
donor,Finland,0.34348465582421916,35865984.0,2002,1998-2002
donor,France,5.120856013055267,534709591.0,2002,1998-2002
donor,Germany,7.131567702801793,744664103.0,2002,1998-2002
donor,Greece,0.029226864400975758,3051811.0,2002,1998-2002
donor,Ireland,0.21999417672484045,22971354.0,2002,1998-2002
donor,Italy,0.30240873389168943,31576918.0,2002,1998-2002
donor,Japan,24.535310318529387,2561928262.0,2002,1998-2002
donor,Liechtenstein,0.0014134726464610076,147592.0,2002,1998-2002
donor,Luxembourg,0.0947744940030093,9896164.0,2002,1998-2002
donor,Netherlands,4.3341026118052595,452558367.0,2002,1998-2002
donor,New Zealand,0.03797545102673186,3965321.0,2002,1998-2002
donor,Norway,0.7073117412104075,73856084.0,2002,1998-2002
donor,Portugal,0.07081760174073053,7394633.0,2002,1998-2002
donor,Spain,0.7299271503235114,76217540.0,2002,1998-2002
donor,Sweden,0.46688261256982894,48750953.0,2002,1998-2002
donor,Switzerland,1.2252336719369985,127936461.0,2002,1998-2002
donor,United Kingdom,6.226071557092567,650113998.0,2002,1998-2002
donor,United States,43.570639401733686,4549559432.0,2002,1998-2002
donor,Lithuania,,0.0,2002,1998-2002
donor,Poland,,0.0,2002,1998-2002
donor,Cyprus,,0.0,2002,1998-2002
donor,Colombia,,0.0,2002,1998-2002
donor,Monaco,,0.0,2002,1998-2002
donor,Korea,,0.0,2002,1998-2002
donor,Kuwait,,0.0,2002,1998-2002
donor,Saudi Arabia,,0.0,2002,1998-2002
donor,South Africa,,0.0,2002,1998-2002
donor,India,,0.0,2002,1998-2002
donor,Taiwan,,0.0,2002,1998-2002
donor,Latvia,,0.0,2002,1998-2002
donor,Slovenia,,0.0,2002,1998-2002
donor,Romania,,0.0,2002,1998-2002
donor,Hungary,,0.0,2002,1998-2002
donor,Qatar,,0.0,2002,1998-2002
donor,Iceland,,0.0,2002,1998-2002
donor,Slovak Republic,,0.0,2002,1998-2002
donor,Brazil,,0.0,2002,1998-2002
donor,Thailand,,0.0,2002,1998-2002
donor,United Arab Emirates,,0.0,2002,1998-2002
donor,All,,10441800934.0,2002,1998-2002
donor,Australia,1.4477184825296627,94571888.0,2003,2003-2007
donor,Austria,0.8869642739956684,57940744.0,2003,2003-2007
donor,Belgium,0.9012697647042753,58875247.0,2003,2003-2007
donor,Canada,2.3625979682572718,154336187.0,2003,2003-2007
donor,Chile,0.0004906407820002306,32051.0,2003,2003-2007
donor,Czech Republic,0.003795527651889213,247942.0,2003,2003-2007
donor,Denmark,0.8729924392255494,57028037.0,2003,2003-2007
donor,Finland,0.2979404705871386,19462895.0,2003,2003-2007
donor,France,7.761536526940927,507020648.0,2003,2003-2007
donor,Germany,10.98997630924505,717917759.0,2003,2003-2007
donor,Greece,0.15037493199936672,9823209.0,2003,2003-2007
donor,Ireland,0.4146014263809434,27083746.0,2003,2003-2007
donor,Italy,0.23854040619500205,15582599.0,2003,2003-2007
donor,Japan,32.87146889113936,2147321397.0,2003,2003-2007
donor,Liechtenstein,0.008342424106714912,544967.0,2003,2003-2007
donor,Luxembourg,0.012712970937234266,830472.0,2003,2003-2007
donor,Netherlands,3.260411571179558,212985661.0,2003,2003-2007
donor,New Zealand,0.08311385348186827,5429394.0,2003,2003-2007
donor,Norway,0.588576101923073,38448603.0,2003,2003-2007
donor,Portugal,0.016090739800293605,1051124.0,2003,2003-2007
donor,Spain,2.0560899369380126,134313618.0,2003,2003-2007
donor,Sweden,1.6696827741380968,109071656.0,2003,2003-2007
donor,Switzerland,1.0078876706263422,65840038.0,2003,2003-2007
donor,United Kingdom,12.83193844508036,838243526.0,2003,2003-2007
donor,United States,19.264885452154346,1258474359.0,2003,2003-2007
donor,Lithuania,,0.0,2003,2003-2007
donor,Poland,,0.0,2003,2003-2007
donor,Cyprus,,0.0,2003,2003-2007
donor,Colombia,,0.0,2003,2003-2007
donor,Monaco,,0.0,2003,2003-2007
donor,Korea,,0.0,2003,2003-2007
donor,Kuwait,,0.0,2003,2003-2007
donor,Saudi Arabia,,0.0,2003,2003-2007
donor,South Africa,,0.0,2003,2003-2007
donor,India,,0.0,2003,2003-2007
donor,Taiwan,,0.0,2003,2003-2007
donor,Latvia,,0.0,2003,2003-2007
donor,Slovenia,,0.0,2003,2003-2007
donor,Romania,,0.0,2003,2003-2007
donor,Estonia,,0.0,2003,2003-2007
donor,Hungary,,0.0,2003,2003-2007
donor,Qatar,,0.0,2003,2003-2007
donor,Iceland,,0.0,2003,2003-2007
donor,Slovak Republic,,0.0,2003,2003-2007
donor,Brazil,,0.0,2003,2003-2007
donor,Thailand,,0.0,2003,2003-2007
donor,United Arab Emirates,,0.0,2003,2003-2007
donor,All,,6532477767.0,2003,2003-2007
donor,Australia,0.25118184251337133,17256770.0,2004,2003-2007
donor,Austria,0.6728777755726454,46228250.0,2004,2003-2007
donor,Belgium,0.7650559284102069,52561101.0,2004,2003-2007
donor,Canada,2.506318419944004,172189837.0,2004,2003-2007
donor,Chile,0.0005519902631624911,37923.0,2004,2003-2007
donor,Denmark,0.37090472140491104,25482007.0,2004,2003-2007
donor,Finland,0.3461900898800507,23784055.0,2004,2003-2007
donor,France,8.679733332492255,596317633.0,2004,2003-2007
donor,Germany,11.031058321583984,757859065.0,2004,2003-2007
donor,Greece,0.012736982825276731,875060.0,2004,2003-2007
donor,Ireland,0.34904628251696196,23980282.0,2004,2003-2007
donor,Italy,0.9517176882366973,65385193.0,2004,2003-2007
donor,Japan,37.051394292347695,2545515962.0,2004,2003-2007
donor,Liechtenstein,0.003155862376594033,216815.0,2004,2003-2007
donor,Luxembourg,0.14605176498896835,10034092.0,2004,2003-2007
donor,Netherlands,1.3354093471272013,91745692.0,2004,2003-2007
donor,New Zealand,0.07776901344707711,5342910.0,2004,2003-2007
donor,Norway,0.6045125813745679,41531404.0,2004,2003-2007
donor,Portugal,0.04083224358704687,2805269.0,2004,2003-2007
donor,Spain,0.9147240498283408,62843645.0,2004,2003-2007
donor,Sweden,0.8547528251187495,58723484.0,2004,2003-2007
donor,Switzerland,0.8988010164080854,61749696.0,2004,2003-2007
donor,United Kingdom,12.803004779106022,879595860.0,2004,2003-2007
donor,United States,19.33221884864612,1328167876.0,2004,2003-2007
donor,Czech Republic,,0.0,2004,2003-2007
donor,Lithuania,,0.0,2004,2003-2007
donor,Poland,,0.0,2004,2003-2007
donor,Cyprus,,0.0,2004,2003-2007
donor,Colombia,,0.0,2004,2003-2007
donor,Monaco,,0.0,2004,2003-2007
donor,Korea,,0.0,2004,2003-2007
donor,Kuwait,,0.0,2004,2003-2007
donor,Saudi Arabia,,0.0,2004,2003-2007
donor,South Africa,,0.0,2004,2003-2007
donor,India,,0.0,2004,2003-2007
donor,Taiwan,,0.0,2004,2003-2007
donor,Latvia,,0.0,2004,2003-2007
donor,Slovenia,,0.0,2004,2003-2007
donor,Romania,,0.0,2004,2003-2007
donor,Estonia,,0.0,2004,2003-2007
donor,Hungary,,0.0,2004,2003-2007
donor,Qatar,,0.0,2004,2003-2007
donor,Iceland,,0.0,2004,2003-2007
donor,Slovak Republic,,0.0,2004,2003-2007
donor,Brazil,,0.0,2004,2003-2007
donor,Thailand,,0.0,2004,2003-2007
donor,United Arab Emirates,,0.0,2004,2003-2007
donor,All,,6870229881.0,2004,2003-2007
donor,Australia,0.42030788237127614,28927690.0,2005,2003-2007
donor,Austria,0.25965296044455544,17870615.0,2005,2003-2007
donor,Belgium,0.7015659427099987,48285276.0,2005,2003-2007
donor,Canada,0.967921046272128,66617166.0,2005,2003-2007
donor,Chile,0.0007260007265856884,49967.0,2005,2003-2007
donor,Cyprus,8.135125319017091e-05,5599.0,2005,2003-2007
donor,Czech Republic,0.0017421140576450583,119901.0,2005,2003-2007
donor,Denmark,1.8183185618333917,125145775.0,2005,2003-2007
donor,Finland,0.7396747403907991,50908114.0,2005,2003-2007
donor,France,4.0004735494370465,275332592.0,2005,2003-2007
donor,Germany,12.305776057000475,846945037.0,2005,2003-2007
donor,Greece,0.04481399201522906,3084323.0,2005,2003-2007
donor,Hungary,0.0036926262264718674,254145.0,2005,2003-2007
donor,Ireland,0.41611873598490645,28639372.0,2005,2003-2007
donor,Italy,1.0131839885235283,69732388.0,2005,2003-2007
donor,Japan,37.294843652349414,2566817614.0,2005,2003-2007
donor,Liechtenstein,0.0071836541964669315,494415.0,2005,2003-2007
donor,Luxembourg,0.19065201601026546,13121625.0,2005,2003-2007
donor,Netherlands,3.3854516677639594,233003711.0,2005,2003-2007
donor,New Zealand,0.07492443154012705,5156674.0,2005,2003-2007
donor,Norway,1.2154861607287304,83655835.0,2005,2003-2007
donor,Portugal,0.041086247735719034,2827761.0,2005,2003-2007
donor,Slovak Republic,0.0047380021801290235,326093.0,2005,2003-2007
