category,country,pct,sum,year,group,value
donor,Greece,,0.0,1982,1978-1982,54617991326.5306
donor,Czech Republic,,0.0,1982,1978-1982,
donor,Thailand,,0.0,1982,1978-1982,36589797857.4006
donor,Romania,,0.0,1982,1978-1982,
donor,Slovenia,,0.0,1982,1978-1982,
donor,Brazil,,0.0,1982,1978-1982,281682304161.041
donor,Slovak Republic,,0.0,1982,1978-1982,
donor,Korea,,0.0,1982,1978-1982,77773431088.25299
donor,Qatar,,0.0,1982,1978-1982,7596703214.285709
donor,Estonia,,0.0,1982,1978-1982,
donor,Monaco,,0.0,1982,1978-1982,1143229071.7794302
donor,Ireland,,0.0,1982,1978-1982,21500471383.8587
donor,Chile,,0.0,1982,1978-1982,25325893205.657
donor,Latvia,,0.0,1982,1978-1982,
donor,Cyprus,,0.0,1982,1978-1982,2159242416.76942
donor,Luxembourg,,0.0,1982,1978-1982,4764549532.05015
donor,Italy,,0.0,1982,1978-1982,425863251968.50397
donor,United Arab Emirates,,0.0,1982,1978-1982,46622718605.2847
donor,Finland,,0.0,1982,1978-1982,52832120389.7866
donor,Spain,,0.0,1982,1978-1982,195464408602.151
donor,India,,0.0,1982,1978-1982,200715150164.325
donor,Belgium,,0.0,1982,1978-1982,92588895020.3073
donor,Australia,0.1396746200932204,7388539.0,1983,1983-1987,177030416471.689
donor,Austria,0.32582600117190025,17235616.0,1983,1983-1987,72121016623.2572
donor,Belgium,0.8741941531540592,46243316.0,1983,1983-1987,87650915976.3314
donor,Canada,2.798145960958465,148016945.0,1983,1983-1987,340547711781.889
donor,Denmark,1.5949142052782463,84368125.0,1983,1983-1987,60644833242.2089
donor,Finland,0.06648730139274649,3517060.0,1983,1983-1987,51014090520.9223
donor,France,3.1014239073030945,164059809.0,1983,1983-1987,559869179791.72
donor,Germany,9.351110706792541,494657126.0,1983,1983-1987,767768378016.0859
donor,Italy,0.6335460628291111,33513460.0,1983,1983-1987,441580962901.581
donor,Japan,33.2876980562142,1760860027.0,1983,1983-1987,1243323592058.83
donor,Kuwait,2.929600210173871,154970641.0,1983,1983-1987,20869434305.3173
donor,Liechtenstein,0.0011962973070507137,63282.0,1983,1983-1987,524034109.856605
donor,Netherlands,5.782489712873439,305883422.0,1983,1983-1987,153445466064.397
donor,New Zealand,0.004100175650593271,216892.0,1983,1983-1987,24309279705.5731
donor,Saudi Arabia,1.5004625232999989,79371799.0,1983,1983-1987,129171635311.143
donor,Sweden,2.5752635529624412,136226862.0,1983,1983-1987,103649519309.77802
donor,Switzerland,3.5998769785484637,190427090.0,1983,1983-1987,111314328474.108
donor,United Kingdom,10.807167105827366,571679920.0,1983,1983-1987,489618008185.539
donor,United States,20.62682246816919,1091122225.0,1983,1983-1987,3634038000000.0
donor,South Africa,,0.0,1983,1983-1987,88786580362.8407
donor,Norway,,0.0,1983,1983-1987,61627240831.0948
donor,Hungary,,0.0,1983,1983-1987,
donor,Iceland,,0.0,1983,1983-1987,2770107922.6174197
donor,Lithuania,,0.0,1983,1983-1987,
donor,Colombia,,0.0,1983,1983-1987,38729822781.5997
donor,Portugal,,0.0,1983,1983-1987,27242331885.6316
donor,Poland,,0.0,1983,1983-1987,
donor,Greece,,0.0,1983,1983-1987,49428872678.0186
donor,Czech Republic,,0.0,1983,1983-1987,
donor,Thailand,,0.0,1983,1983-1987,40042826244.2337
donor,Romania,,0.0,1983,1983-1987,
donor,Slovenia,,0.0,1983,1983-1987,
donor,Brazil,,0.0,1983,1983-1987,203304515490.795
donor,Slovak Republic,,0.0,1983,1983-1987,
donor,Korea,,0.0,1983,1983-1987,87024427972.9294
donor,Qatar,,0.0,1983,1983-1987,6467582307.69231
donor,Estonia,,0.0,1983,1983-1987,
donor,Monaco,,0.0,1983,1983-1987,1092551781.01486
donor,Ireland,,0.0,1983,1983-1987,20790917196.8288
donor,Chile,,0.0,1983,1983-1987,20355959237.2128
donor,Latvia,,0.0,1983,1983-1987,
donor,Cyprus,,0.0,1983,1983-1987,2160364071.1902103
donor,Luxembourg,,0.0,1983,1983-1987,4683697830.37475
donor,United Arab Emirates,,0.0,1983,1983-1987,42803323345.1376
donor,Spain,,0.0,1983,1983-1987,170486866357.309
donor,India,,0.0,1983,1983-1987,218262278633.435
donor,Australia,0.04054253992669835,3698286.0,1984,1983-1987,193242166274.226
donor,Canada,7.578793068737909,691336664.0,1984,1983-1987,355372558103.62103
donor,Denmark,1.4367660073851525,131061636.0,1984,1983-1987,59105208272.9853
donor,France,4.027222914013362,367362828.0,1984,1983-1987,530683779929.445
donor,Germany,10.41640833301955,950183614.0,1984,1983-1987,722367608343.0691
donor,Italy,2.4750564704698195,225774377.0,1984,1983-1987,436443280912.497
donor,Japan,28.126947297366375,2565737016.0,1984,1983-1987,1318381627003.76
donor,Kuwait,0.29654928587657176,27051193.0,1984,1983-1987,21697297872.3404
donor,Netherlands,2.114203708109744,192857428.0,1984,1983-1987,143912664079.67
donor,Norway,1.1144987117568215,101664449.0,1984,1983-1987,62057955032.7758
donor,Saudi Arabia,3.800860744742058,346714096.0,1984,1983-1987,119624858115.77802
donor,Sweden,1.4632967455961348,133481767.0,1984,1983-1987,107782108102.22699
donor,Switzerland,1.2743750844196378,116248354.0,1984,1983-1987,106285277141.763
donor,United Kingdom,8.260684524050047,753538727.0,1984,1983-1987,461487097632.349
donor,United States,27.57379456453012,2515278485.0,1984,1983-1987,4037613000000.0
donor,South Africa,,0.0,1984,1983-1987,87880468268.6383
donor,Hungary,,0.0,1984,1983-1987,
donor,Liechtenstein,,0.0,1984,1983-1987,502617355.407073
donor,Iceland,,0.0,1984,1983-1987,2868747034.89968
donor,Lithuania,,0.0,1984,1983-1987,
donor,Colombia,,0.0,1984,1983-1987,38253120737.9671
donor,Portugal,,0.0,1984,1983-1987,25220451794.029
donor,Poland,,0.0,1984,1983-1987,
donor,Greece,,0.0,1984,1983-1987,48020024788.3918
donor,New Zealand,,0.0,1984,1983-1987,21665975318.8842
donor,Czech Republic,,0.0,1984,1983-1987,
donor,Thailand,,0.0,1984,1983-1987,41797592963.4424
donor,Romania,,0.0,1984,1983-1987,
donor,Slovenia,,0.0,1984,1983-1987,
donor,Brazil,,0.0,1984,1983-1987,209023912696.839
donor,Slovak Republic,,0.0,1984,1983-1987,
donor,Korea,,0.0,1984,1983-1987,96597434179.5082
donor,Qatar,,0.0,1984,1983-1987,6704395824.17583
donor,Estonia,,0.0,1984,1983-1987,
donor,Monaco,,0.0,1984,1983-1987,1037314956.25083
donor,Austria,,0.0,1984,1983-1987,67985345161.9558
donor,Ireland,,0.0,1984,1983-1987,20130728188.4924
donor,Chile,,0.0,1984,1983-1987,19622527479.6913
donor,Latvia,,0.0,1984,1983-1987,
donor,Cyprus,,0.0,1984,1983-1987,2278248953.14058
donor,Luxembourg,,0.0,1984,1983-1987,4594891580.56409
donor,United Arab Emirates,,0.0,1984,1983-1987,41807954235.903
donor,Finland,,0.0,1984,1983-1987,52926394934.7052
donor,Spain,,0.0,1984,1983-1987,171635463361.62302
donor,India,,0.0,1984,1983-1987,212158239241.317
donor,Belgium,,0.0,1984,1983-1987,83795680815.4147
donor,Australia,0.08555852789504009,6929573.0,1985,1983-1987,180235483623.53302
donor,Austria,1.0784769036972228,87348212.0,1985,1983-1987,69386774474.5943
donor,Belgium,0.05175608569431579,4191839.0,1985,1983-1987,86730038793.3963
donor,Canada,1.8091057351311362,146523445.0,1985,1983-1987,364756499450.75104
donor,Denmark,1.9019680655454425,154044569.0,1985,1983-1987,62658544411.3095
donor,France,2.6235367770829563,212486003.0,1985,1983-1987,553138414367.061
donor,Germany,19.63917427234364,1590619838.0,1985,1983-1987,729763282952.432
donor,Italy,2.0271355951290206,164182162.0,1985,1983-1987,450725816042.998
donor,Japan,31.18606516289676,2525827880.0,1985,1983-1987,1398892744820.69
donor,Netherlands,0.92953420672739,75285016.0,1985,1983-1987,143845822916.667
donor,New Zealand,0.05965676053969817,4831732.0,1985,1983-1987,24679795396.4194
donor,Norway,1.0609977009798373,85932533.0,1985,1983-1987,65416879914.3907
donor,Saudi Arabia,1.5813223427444647,128074768.0,1985,1983-1987,103897846493.65
donor,Sweden,1.529821602641486,123903610.0,1985,1983-1987,112640311126.35
donor,Switzerland,0.6440816280286802,52165585.0,1985,1983-1987,107766112124.04901
donor,United Kingdom,0.01549924650770631,1255318.0,1985,1983-1987,489285164271.04706
donor,United States,33.7763093864152,2735617446.0,1985,1983-1987,4338979000000.0
donor,South Africa,,0.0,1985,1983-1987,69208451592.5576
donor,Hungary,,0.0,1985,1983-1987,
donor,Liechtenstein,,0.0,1985,1983-1987,529078995.563876
donor,Iceland,,0.0,1985,1983-1987,2988537806.23836
donor,Lithuania,,0.0,1985,1983-1987,
donor,Colombia,,0.0,1985,1983-1987,34894411351.983
donor,Portugal,,0.0,1985,1983-1987,27118476173.6675
donor,Poland,,0.0,1985,1983-1987,
donor,Greece,,0.0,1985,1983-1987,47820850974.5867
donor,Czech Republic,,0.0,1985,1983-1987,
donor,Thailand,,0.0,1985,1983-1987,38900692712.1496
donor,Romania,,0.0,1985,1983-1987,
donor,Slovenia,,0.0,1985,1983-1987,
donor,Brazil,,0.0,1985,1983-1987,222942790435.29898
donor,Slovak Republic,,0.0,1985,1983-1987,
donor,Kuwait,,0.0,1985,1983-1987,21442619680.8511
donor,Korea,,0.0,1985,1983-1987,100273097170.18
donor,Qatar,,0.0,1985,1983-1987,6153296456.043961
donor,Estonia,,0.0,1985,1983-1987,
donor,Monaco,,0.0,1985,1983-1987,1082851076.52158
donor,Ireland,,0.0,1985,1983-1987,21295485799.95
donor,Chile,,0.0,1985,1983-1987,17702885393.5099
donor,Latvia,,0.0,1985,1983-1987,
donor,Cyprus,,0.0,1985,1983-1987,2430411900.19194
donor,Luxembourg,,0.0,1985,1983-1987,4738559684.761189
donor,United Arab Emirates,,0.0,1985,1983-1987,40603650231.5445
donor,Finland,,0.0,1985,1983-1987,55914236377.5902
donor,Spain,,0.0,1985,1983-1987,180302412230.92
donor,India,,0.0,1985,1983-1987,232511883406.39
donor,Australia,0.4970559265767881,25229662.0,1986,1983-1987,182038332400.672
donor,Austria,0.31131006094621483,15801537.0,1986,1983-1987,99036165209.5539
donor,Canada,7.724970273573974,392105553.0,1986,1983-1987,377437927311.983
donor,Denmark,2.181341563687351,110720962.0,1986,1983-1987,88078729452.4781
donor,France,5.839335891555472,296394154.0,1986,1983-1987,771470783218.1079
donor,Germany,10.619630159426722,539033266.0,1986,1983-1987,1042300769791.95
donor,Italy,0.962889466742237,48874532.0,1986,1983-1987,638273986102.0911
donor,Japan,26.43243043281926,1341662477.0,1986,1983-1987,2078953333673.55
donor,Kuwait,1.6582088236721526,84167688.0,1986,1983-1987,17903681693.0489
donor,Netherlands,7.4840835787462625,379878579.0,1986,1983-1987,200862095880.554
donor,Norway,0.19403099070481125,9848663.0,1986,1983-1987,78693253275.995
donor,Saudi Arabia,0.7091705979002775,35996220.0,1986,1983-1987,86961922765.3254
donor,Sweden,3.90961850050363,198445181.0,1986,1983-1987,148542083595.37302
donor,Switzerland,0.7013258746111565,35598036.0,1986,1983-1987,154482372838.957
donor,United Kingdom,4.479966256073999,227395004.0,1986,1983-1987,601452653180.885
donor,United States,26.294631602459692,1334668057.0,1986,1983-1987,4579631000000.0
donor,South Africa,,0.0,1986,1983-1987,82107924006.1732
donor,Hungary,,0.0,1986,1983-1987,
donor,Liechtenstein,,0.0,1986,1983-1987,779365167.602424
donor,Iceland,,0.0,1986,1983-1987,3995619693.3646703
donor,Lithuania,,0.0,1986,1983-1987,
donor,Colombia,,0.0,1986,1983-1987,34942489683.9712
donor,Portugal,,0.0,1986,1983-1987,38749715721.7531
donor,Poland,,0.0,1986,1983-1987,
donor,Greece,,0.0,1986,1983-1987,56379593719.5716
donor,New Zealand,,0.0,1986,1983-1987,30604668356.5695
donor,Czech Republic,,0.0,1986,1983-1987,
donor,Thailand,,0.0,1986,1983-1987,43096746122.4614
donor,Romania,,0.0,1986,1983-1987,
donor,Slovenia,,0.0,1986,1983-1987,
donor,Brazil,,0.0,1986,1983-1987,268137224729.722
donor,Slovak Republic,,0.0,1986,1983-1987,
donor,Korea,,0.0,1986,1983-1987,115537126325.94
donor,Qatar,,0.0,1986,1983-1987,5053021950.54945
donor,Estonia,,0.0,1986,1983-1987,
donor,Monaco,,0.0,1986,1983-1987,1515209588.2378
donor,Ireland,,0.0,1986,1983-1987,28748959622.7215
donor,Chile,,0.0,1986,1983-1987,18891048818.7426
donor,Latvia,,0.0,1986,1983-1987,
donor,Cyprus,,0.0,1986,1983-1987,3090734463.2768397
donor,Luxembourg,,0.0,1986,1983-1987,6921264132.20155
donor,United Arab Emirates,,0.0,1986,1983-1987,33943612094.7971
donor,Finland,,0.0,1986,1983-1987,73586676049.7302
donor,Spain,,0.0,1986,1983-1987,250638463466.793
donor,India,,0.0,1986,1983-1987,248986000002.79898
donor,Belgium,,0.0,1986,1983-1987,120661220335.922
donor,Australia,0.25005726591538086,18309923.0,1987,1983-1987,189059025939.651
donor,Austria,0.0010566910026293763,77374.0,1987,1983-1987,124168442860.253
donor,Canada,4.522523128154291,331152346.0,1987,1983-1987,431316742081.448
donor,Denmark,2.0463234524502663,149837777.0,1987,1983-1987,109414353171.645
donor,Finland,0.02025154165360511,1482877.0,1987,1983-1987,91642093872.5822
donor,France,3.473111089613865,254311333.0,1987,1983-1987,934173305685.9109
donor,Germany,10.762214039554445,788040730.0,1987,1983-1987,1293264353318.82
donor,Italy,3.8522241633504803,282071099.0,1987,1983-1987,803055418882.5809
donor,Japan,24.175144697375533,1770174669.0,1987,1983-1987,2532808573157.03
donor,Netherlands,7.825696783961152,573020364.0,1987,1983-1987,245046310922.54102
donor,Norway,3.3410445441419383,244641035.0,1987,1983-1987,94230055658.6271
donor,Saudi Arabia,0.9929633331339964,72707674.0,1987,1983-1987,85695861148.1976
donor,Sweden,0.9884097725380377,72374249.0,1987,1983-1987,180631121743.108
donor,Switzerland,1.2015683457189843,87982342.0,1987,1983-1987,193466104144.31302
donor,United Kingdom,11.333801957733991,829894066.0,1987,1983-1987,745162608269.325
donor,United States,25.213609193701405,1846214071.0,1987,1983-1987,4855215000000.0
donor,South Africa,,0.0,1987,1983-1987,107414974090.17801
donor,Hungary,,0.0,1987,1983-1987,
donor,Liechtenstein,,0.0,1987,1983-1987,1052843347.6394801
donor,Iceland,,0.0,1987,1983-1987,5528616189.89999
donor,Lithuania,,0.0,1987,1983-1987,
donor,Colombia,,0.0,1987,1983-1987,36373307085.0887
donor,Portugal,,0.0,1987,1983-1987,48187667852.5687
donor,Poland,,0.0,1987,1983-1987,
donor,Greece,,0.0,1987,1983-1987,65652751132.3603
donor,New Zealand,,0.0,1987,1983-1987,40376354069.9474
donor,Czech Republic,,0.0,1987,1983-1987,
donor,Thailand,,0.0,1987,1983-1987,50535438696.4094
donor,Romania,,0.0,1987,1983-1987,38413636363.6364
donor,Slovenia,,0.0,1987,1983-1987,
donor,Brazil,,0.0,1987,1983-1987,294084112392.66
donor,Slovak Republic,,0.0,1987,1983-1987,
donor,Kuwait,,0.0,1987,1983-1987,22365734481.5213
donor,Korea,,0.0,1987,1983-1987,146133338196.141
donor,Qatar,,0.0,1987,1983-1987,5446428681.31868
donor,Estonia,,0.0,1987,1983-1987,
donor,Monaco,,0.0,1987,1983-1987,1839095595.25655
donor,Ireland,,0.0,1987,1983-1987,33961141385.7678
donor,Chile,,0.0,1987,1983-1987,22255407684.6999
donor,Latvia,,0.0,1987,1983-1987,
donor,Cyprus,,0.0,1987,1983-1987,3704813885.50548
donor,Luxembourg,,0.0,1987,1983-1987,8614215559.15721
donor,United Arab Emirates,,0.0,1987,1983-1987,36384908744.2114
donor,Spain,,0.0,1987,1983-1987,317882187036.787
donor,India,,0.0,1987,1983-1987,279033590769.841
donor,Belgium,,0.0,1987,1983-1987,150194077687.736
donor,Australia,0.027341720681860682,1758350.0,1988,1988-1992,235660651920.838
donor,Austria,0.00623484840417527,400964.0,1988,1988-1992,133339397080.129
donor,Canada,2.323634270077778,149433255.0,1988,1988-1992,507354351182.25397
donor,Denmark,1.8593926583266172,119577810.0,1988,1988-1992,115552848547.872
donor,Finland,0.00696078364461811,447649.0,1988,1988-1992,109103056147.83199
donor,France,4.261232397569211,274040470.0,1988,1988-1992,1018847043277.17
donor,Germany,11.773934008412015,757183394.0,1988,1988-1992,1395931548502.06
donor,Italy,1.8100345199023773,116403581.0,1988,1988-1992,888667913418.625
donor,Japan,51.62853246228166,3320238368.0,1988,1988-1992,3071683013178.91
donor,Kuwait,0.6828559248226882,43914563.0,1988,1988-1992,20692472759.8566
donor,Netherlands,4.30852008503061,277081548.0,1988,1988-1992,261910508306.38898
donor,Norway,0.32406823613931995,20840875.0,1988,1988-1992,101900260856.22198
donor,Sweden,2.8850188143591478,185535976.0,1988,1988-1992,204296536182.922
donor,Switzerland,0.5090781462578219,32738889.0,1988,1988-1992,209298156700.608
donor,United Kingdom,1.247883611300022,80251575.0,1988,1988-1992,910122732123.7991
donor,United States,16.345277512790076,1051167154.0,1988,1988-1992,5236438000000.0
donor,South Africa,,0.0,1988,1988-1992,118331510445.149
donor,Saudi Arabia,,0.0,1988,1988-1992,88256074766.3551
donor,Hungary,,0.0,1988,1988-1992,
donor,Liechtenstein,,0.0,1988,1988-1992,1161757671.01756
donor,Iceland,,0.0,1988,1988-1992,6115814934.67243
donor,Lithuania,,0.0,1988,1988-1992,
donor,Colombia,,0.0,1988,1988-1992,39212550050.4223
donor,Portugal,,0.0,1988,1988-1992,56352797353.7604
donor,Poland,,0.0,1988,1988-1992,
donor,Greece,,0.0,1988,1988-1992,76261278404.9964
donor,New Zealand,,0.0,1988,1988-1992,45176811594.2029
donor,Czech Republic,,0.0,1988,1988-1992,
donor,Thailand,,0.0,1988,1988-1992,61667199834.7428
donor,Romania,,0.0,1988,1988-1992,40809523809.5238
donor,Slovenia,,0.0,1988,1988-1992,
donor,Brazil,,0.0,1988,1988-1992,330397381998.489
donor,Slovak Republic,,0.0,1988,1988-1992,
donor,Korea,,0.0,1988,1988-1992,196964195387.371
donor,Qatar,,0.0,1988,1988-1992,6038187032.96703
donor,Estonia,,0.0,1988,1988-1992,
donor,Monaco,,0.0,1988,1988-1992,2000674667.0826101
donor,Ireland,,0.0,1988,1988-1992,37818133293.3413
donor,Chile,,0.0,1988,1988-1992,26040229793.0697
donor,Latvia,,0.0,1988,1988-1992,
donor,Cyprus,,0.0,1988,1988-1992,4278792597.23965
donor,Luxembourg,,0.0,1988,1988-1992,9750161053.209
donor,United Arab Emirates,,0.0,1988,1988-1992,36275674203.2144
donor,Spain,,0.0,1988,1988-1992,375138723325.239
donor,India,,0.0,1988,1988-1992,296589001909.868
donor,Belgium,,0.0,1988,1988-1992,163167853538.124
donor,Australia,2.0872612866498566,163270223.0,1989,1988-1992,299263903590.913
donor,Austria,0.23393792349565354,18299145.0,1989,1988-1992,133105805928.237
donor,Belgium,2.3513810284907786,183930257.0,1989,1988-1992,165100094594.595
donor,Canada,1.2255002387334275,95861356.0,1989,1988-1992,565055743243.2429
donor,Denmark,1.7057846945829442,133430275.0,1989,1988-1992,112409236409.401
donor,Finland,0.2123252042253196,16608550.0,1989,1988-1992,119064708327.56
donor,France,6.005749237090103,469783071.0,1989,1988-1992,1025211803413.53
donor,Germany,38.61878122826326,3020847013.0,1989,1988-1992,1393674332154.37
donor,Italy,1.4398219599210513,112626078.0,1989,1988-1992,925598068021.4509
donor,Japan,7.450485337431491,582793544.0,1989,1988-1992,3054914166263.18
donor,Kuwait,0.5560195038316877,43493083.0,1989,1988-1992,24312117767.1886
donor,Liechtenstein,0.00014268323269393126,11161.0,1989,1988-1992,1120000916.92646
donor,Netherlands,6.044589924392931,472821276.0,1989,1988-1992,258336705601.16397
donor,Norway,0.6635453885580245,51903997.0,1989,1988-1992,102633789557.535
donor,Spain,1.285250788801771,100535177.0,1989,1988-1992,413630538018.271
donor,Sweden,12.097387733387205,946284591.0,1989,1988-1992,215115712497.47897
donor,Switzerland,0.9637499513392775,75386666.0,1989,1988-1992,202078703955.00897
donor,United Kingdom,3.441852380802398,269229353.0,1989,1988-1992,926884816753.927
donor,United States,13.616433506770127,1065107732.0,1989,1988-1992,5641580000000.0
donor,South Africa,,0.0,1989,1988-1992,128902675070.723
donor,Saudi Arabia,,0.0,1989,1988-1992,95344459279.0387
donor,Hungary,,0.0,1989,1988-1992,
donor,Iceland,,0.0,1989,1988-1992,5681096096.19612
donor,Lithuania,,0.0,1989,1988-1992,
donor,Colombia,,0.0,1989,1988-1992,39540080200.3938
donor,Portugal,,0.0,1989,1988-1992,60600056659.0272
donor,Poland,,0.0,1989,1988-1992,
donor,Greece,,0.0,1989,1988-1992,79169043642.4675
donor,New Zealand,,0.0,1989,1988-1992,43920222524.7085
donor,Czech Republic,,0.0,1989,1988-1992,
donor,Thailand,,0.0,1989,1988-1992,72250877410.3183
donor,Romania,,0.0,1989,1988-1992,42105263157.8947
donor,Slovenia,,0.0,1989,1988-1992,
donor,Brazil,,0.0,1989,1988-1992,425595310000.0
donor,Slovak Republic,,0.0,1989,1988-1992,
donor,Korea,,0.0,1989,1988-1992,243526047716.915
donor,Qatar,,0.0,1989,1988-1992,6487912087.91209
donor,Estonia,,0.0,1989,1988-1992,
donor,Monaco,,0.0,1989,1988-1992,2010116851.2028399
donor,Ireland,,0.0,1989,1988-1992,39285383971.4254
donor,Chile,,0.0,1989,1988-1992,29885685142.9107
donor,Latvia,,0.0,1989,1988-1992,
donor,Cyprus,,0.0,1989,1988-1992,4563482603.5503
donor,Luxembourg,,0.0,1989,1988-1992,10391504709.2547
donor,United Arab Emirates,,0.0,1989,1988-1992,41464995913.9199
donor,India,,0.0,1989,1988-1992,296042362070.853
donor,Australia,0.9357433450677692,93432068.0,1990,1988-1992,310774913428.242
donor,Austria,0.0346393341957871,3458667.0,1990,1988-1992,166463386663.439
donor,Belgium,1.8734295239388425,187058124.0,1990,1988-1992,206430841501.69
donor,Canada,1.4657184170141986,146349000.0,1990,1988-1992,593929550908.468
donor,Denmark,0.5870555947873909,58616306.0,1990,1988-1992,138247261092.977
donor,Finland,0.04227419191432532,4220992.0,1990,1988-1992,141517648888.198
donor,France,5.878819261069886,586988135.0,1990,1988-1992,1269179616913.63
donor,Germany,33.873074636783244,3382157543.0,1990,1988-1992,1764967948916.6
donor,Italy,1.366976724271956,136489843.0,1990,1988-1992,1177326294440.85
donor,Japan,26.084246908678434,2604458951.0,1990,1988-1992,3132817652848.04
donor,Liechtenstein,0.0030035364512726913,299897.0,1990,1988-1992,1421466239.56234
donor,Netherlands,2.082968858784798,207980200.0,1990,1988-1992,318330511920.61
donor,Norway,0.22476828831023243,22442656.0,1990,1988-1992,119791683307.50699
donor,Spain,0.3396458834039294,33912950.0,1990,1988-1992,535101248775.71
donor,Sweden,4.009972644792286,400387605.0,1990,1988-1992,258443064928.702
donor,Switzerland,1.2402340600230755,123834846.0,1990,1988-1992,258066552980.132
donor,United Kingdom,2.7081468833208615,270402953.0,1990,1988-1992,1093169389204.55
donor,United States,17.249281907191712,1722305682.0,1990,1988-1992,5963144000000.0
donor,South Africa,,0.0,1990,1988-1992,115553279480.54
donor,Saudi Arabia,,0.0,1990,1988-1992,117630271802.40302
donor,Hungary,,0.0,1990,1988-1992,
donor,Iceland,,0.0,1990,1988-1992,6478459746.962279
donor,Lithuania,,0.0,1990,1988-1992,
donor,Colombia,,0.0,1990,1988-1992,47844090709.9908
donor,Portugal,,0.0,1990,1988-1992,78721607509.4923
donor,Poland,,0.0,1990,1988-1992,65977749036.9844
donor,Greece,,0.0,1990,1988-1992,97891090928.6328
donor,New Zealand,,0.0,1990,1988-1992,45495129385.0475
donor,Czech Republic,,0.0,1990,1988-1992,40477403219.5176
donor,Thailand,,0.0,1990,1988-1992,85343063965.9182
donor,Romania,,0.0,1990,1988-1992,38995454545.4545
donor,Slovenia,,0.0,1990,1988-1992,18130730932.2034
donor,Brazil,,0.0,1990,1988-1992,461951782000.0
donor,Slovak Republic,,0.0,1990,1988-1992,12694544692.7374
donor,Kuwait,,0.0,1990,1988-1992,18427777777.7778
donor,Korea,,0.0,1990,1988-1992,279349355713.801
donor,Qatar,,0.0,1990,1988-1992,7360439423.0769205
donor,Estonia,,0.0,1990,1988-1992,
donor,Monaco,,0.0,1990,1988-1992,2481316053.8531604
donor,Ireland,,0.0,1990,1988-1992,49364679953.1067
donor,Chile,,0.0,1990,1988-1992,33113887817.9731
donor,Latvia,,0.0,1990,1988-1992,
donor,Cyprus,,0.0,1990,1988-1992,5591130217.66965
donor,Luxembourg,,0.0,1990,1988-1992,13229247947.8513
donor,United Arab Emirates,,0.0,1990,1988-1992,50701443748.2975
donor,India,,0.0,1990,1988-1992,320979034101.132
donor,Australia,5.230570698037359,518306838.0,1991,1988-1992,325306490856.291
donor,Austria,0.4406293908077428,43662774.0,1991,1988-1992,173794177725.398
donor,Canada,0.7985728553025299,79132048.0,1991,1988-1992,610328183643.188
donor,Denmark,0.8132137591628189,80582842.0,1991,1988-1992,139224732275.463
donor,Finland,0.30940987847291307,30659992.0,1991,1988-1992,127866490222.026
donor,France,0.7669204284003749,75995551.0,1991,1988-1992,1269276828275.78
donor,Germany,3.2663522942937897,323668836.0,1991,1988-1992,1861873895109.02
donor,Italy,1.3998331025726072,138712028.0,1991,1988-1992,1242109397533.95
donor,Japan,47.453928437766194,4702296751.0,1991,1988-1992,3584420077100.84
donor,Netherlands,2.3601503874411427,233871628.0,1991,1988-1992,327500328264.969
donor,Norway,0.593268276830295,58788041.0,1991,1988-1992,121872464483.487
donor,Spain,1.3610983462907782,134873730.0,1991,1988-1992,575598537069.656
donor,Sweden,1.7486674006219398,173278658.0,1991,1988-1992,270664969011.988
donor,Switzerland,1.5919992319835277,157754122.0,1991,1988-1992,261113787377.964
donor,United Kingdom,2.730759285223992,270595943.0,1991,1988-1992,1142797178130.51
donor,United States,29.134626226791994,2887003516.0,1991,1988-1992,6158129000000.0
donor,South Africa,,0.0,1991,1988-1992,123943432441.241
donor,Saudi Arabia,,0.0,1991,1988-1992,132223268491.32199
donor,Hungary,,0.0,1991,1988-1992,34748508332.1068
donor,Liechtenstein,,0.0,1991,1988-1992,1484152022.3152
donor,Iceland,,0.0,1991,1988-1992,6920116563.2421
donor,Lithuania,,0.0,1991,1988-1992,
donor,Colombia,,0.0,1991,1988-1992,49175565911.0655
donor,Portugal,,0.0,1991,1988-1992,89242382961.0101
donor,Poland,,0.0,1991,1988-1992,85500935934.9901
donor,Greece,,0.0,1991,1988-1992,105143232379.884
donor,New Zealand,,0.0,1991,1988-1992,42745329732.162994
donor,Czech Republic,,0.0,1991,1988-1992,29675502269.5661
donor,Thailand,,0.0,1991,1988-1992,98234695722.0341
donor,Romania,,0.0,1991,1988-1992,28998684210.5263
donor,Slovenia,,0.0,1991,1988-1992,13214510434.7826
donor,Brazil,,0.0,1991,1988-1992,602860000000.0
donor,Slovak Republic,,0.0,1991,1988-1992,14213045493.8806
donor,Kuwait,,0.0,1991,1988-1992,11008793176.2223
donor,Korea,,0.0,1991,1988-1992,325734233312.87897
donor,Qatar,,0.0,1991,1988-1992,6883516483.5164795
donor,Estonia,,0.0,1991,1988-1992,
donor,Monaco,,0.0,1991,1988-1992,2480497538.54794
donor,Ireland,,0.0,1991,1988-1992,49847127139.0544
donor,Chile,,0.0,1991,1988-1992,37834793730.3133
donor,Latvia,,0.0,1991,1988-1992,
donor,Cyprus,,0.0,1991,1988-1992,5770197348.48485
donor,Luxembourg,,0.0,1991,1988-1992,14321878795.0384
donor,United Arab Emirates,,0.0,1991,1988-1992,51552165622.4462
donor,India,,0.0,1991,1988-1992,270105348343.70602
